courseId,courseTitle,embeddedURL,views,likes,subscribers,channelName,videoTitle,uploadDate,thumbnail,description,duration,skill
fudZFG-Cm0Y,C# Factory Method Фабричный Метод | Design Patterns,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/fudZFG-Cm0Y?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""C# Factory Method Фабричный Метод | Design Patterns""></iframe>",17235,998,13400,codaza,C# Factory Method Фабричный Метод | Design Patterns,2021-12-04,https://i.ytimg.com/vi/fudZFG-Cm0Y/mqdefault.jpg,"Паттерны проектирования важно и нужно знать. В этом ролике мы поговорим про design pattern Factory Method (Фабричный метод) - порождающий шаблон проектирования. Поговорим о сути, посмотрим на примеры и сделаем реализацию в Visual Studio 2022 и .NET 6. Заходите, будет интересно и станет понятно 🙂

Исходный код проекта на GitHub: https://github.com/codaza/FitnessClub

Telegram канал: https://t.me/codaza

На кофе ☕️: https://pay.cloudtips.ru/p/179d0532
Patreon: https://www.patreon.com/codaza
Boosty: https://boosty.to/codaza

0:00 - Начало
0:48 - Factory Method это порождающий паттерн
1:25 - Концепция Factory Method
6:52 - Недостатки Factory Method
8:07 - Анатомия Factory Method
9:59 - Live example
10:52 - Пример: Создаём проект в Visual Studio 2022 (.NET6)
11:18 - Пример: Создаём абонементы
16:47 - Пример: Создаём фабрики
22:24 - Пример: Используем фабрики в клиентском коде
32:33 - Завершение

#factorymethod #designpatterns #ityoutubers #ITubeTeam #gof #csharp #net6 #паттерныпроектирования #codaza",PT33M15S,C#
fuBi4d7k1-M,Visual Studio Code for C# Developers | .NET Conf 2022,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/fuBi4d7k1-M?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Visual Studio Code for C# Developers | .NET Conf 2022""></iframe>",26197,643,212000,dotnet,Visual Studio Code for C# Developers | .NET Conf 2022,2022-11-12,https://i.ytimg.com/vi/fuBi4d7k1-M/mqdefault.jpg,"If you're a C# developer who wants to work in a fast editor environment, and also wants to learn more C# as you go, I think you should learn VS Code for C# development. I'll explain how VS Code will help you become a more productive C# developer. I'll show you how to set up and use VS Code for .NET development, how to .NET CLI in the integrated terminal, and show you some tips and tricks for efficient C# development.

https://www.dotnetconf.net
#DotNet #dotnetconf #dotnet7

🙋‍♀️🙋‍♂️ Get your questions answered on the Microsoft Q&A for .NET: https://aka.ms/dotnet-qa

🏫 Learn C#, F#, and .NET with free self-guided learning from Microsoft Learn: https://aka.ms/learndotnet",PT26M33S,C#
PWAQMDlSE2w,НАТИВ / C# - разбор вопросов с собеседований / Миша Масный,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/PWAQMDlSE2w?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""НАТИВ / C# - разбор вопросов с собеседований / Миша Масный""></iframe>",7143,256,10800,TeachMeSkills Школа программирования,НАТИВ / C# - разбор вопросов с собеседований / Миша Масный,2022-06-21,https://i.ytimg.com/vi/PWAQMDlSE2w/mqdefault.jpg,"#teachmeskills #ityoutubersru #войтивайти
🤚Привет! Это НАТИВ! Сегодня вечером поговорим об Айти и не только. 
🧐Очередное видео из нашей рубрики «Разбор вопросов с собеседований»! И на этот раз обсудим C# и .Net. 
Поможет во всем разобраться мой гость - наш  наставник по C# и девелопер с большим опытом Михаил Масный. 

❗️Ссылка на курс С# (.Net)-разработчик - https://teachmeskills.by/kursy-programmirovaniya/kursy-asp-net-online
🧔Профайл Михаила - https://www.linkedin.com/in/mikhail-masny/ 
🧔Telegram Ильи (для ваших предложений по контенту) - @ilyarublevsky

Что еще будет в видео👇
0:00 - Интро 
1:10 - Немного о себе 
2:45 - Немного про C# и .Net 
4:15 - Что такое CLR 
6:14 - Про типы данных 
8:54 - Тип значения и тип ссылки 
12:00 - Отличие класса от абстрактного класса 
14:00 - Про делегат и event 
17:14 - Про дженерики 
18:50 - Что такое Array, List, HashSet, Dictionary?
20:29 - Что такое IQueryable и IEnumerable?
24:43 - Про рефлексию 
25:35 - Сборщик мусора 
27:40 - Отличие асинхронности от многопоточности 
32:23 - Про ASP.Net 
38:15 - Про будущее:)
38:45 - Еще про вопросы с собеседований",PT46M14S,C#
hH_yQq7R-aU,Introduction to C# (Hindi) | Learn Coding,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/hH_yQq7R-aU?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Introduction to C# (Hindi) | Learn Coding""></iframe>",125258,2856,1470000,Learn Coding,Introduction to C# (Hindi) | Learn Coding,2021-12-20,https://i.ytimg.com/vi/hH_yQq7R-aU/mqdefault.jpg,"Please Subscribe our Channel....!
Learn Coding
🙏🙏🙏

Like our Facebook Page...!
Learn Coding

Don't forget to tag Our Channel..!
#C#_Introduction
#LearnCoding
#ask4help
#CSharp
#CSharpProgramming
#HistoryOfCSharp
#CSharpLanguage


Your Queries :)


introduction to c#

what is c sharp?

c# in hindi 

introduction to c#.net

c# introduction 

what is c#



Voice 🔊:-  Akhilesh
Writer ✍:-  Ankush

-------------------------
   Thank You 😊 
---‐‐---------------‐----",PT21M33S,C#
8j5YBZ-c2uU,Что выбрать в 2022 году: C# или Python?,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/8j5YBZ-c2uU?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Что выбрать в 2022 году: C# или Python?""></iframe>",184367,7355,331000,Sergey Nemchinskiy,Что выбрать в 2022 году: C# или Python?,2022-05-27,https://i.ytimg.com/vi/8j5YBZ-c2uU/mqdefault.jpg,"👨🏻‍💻 Более 5000 вакансий для программистов из Украины на Just Join IT! Проверь на https://bit.ly/3MQ015L.

👉🏻 Подпишись на канал Just Join IT на Телеграме - https://bit.ly/3MbGqN5.

Вакансии в С#: https://bit.ly/3z2pGEw.

Вакансии в Python: https://bit.ly/3MQ0wg9.

Сравнение языков программирования - то чем занимается любой wanna be разработчик. Сегодня детально сравним C# и Python.

Есть вопросы по обучению в FoxmindEd? Пишите нам в телеграм - https://t.me/foxminded

Вы можете стать спонсором канала и получать плюшки  - https://www.youtube.com/channel/UCVbz7l0COUdLupcY4YtYH0w/join

😱 ДО КІНЦЯ АКЦІЇ ЗАЛИШИЛОСЯ 6 ДНІВ 😱
JAVA START, JAVA TOOLS, C# START, PYTHON START ІЗ ЗНИЖКОЮ 50%. ДЛЯ ВСІХ ГРОМАДЯН УКРАЇНИ!
Любі наші!
Ми надаємо знижку 50% на стартові курси для всіх громадян України (знижка діятиме і на курс Python Start, який стартує у найближчі кілька тижнів), адже саме так ми можемо вкласти свій ресурс у майбутнє нашої країни.
За часів війни ми дружньо не маємо опускати руки.
Саме час, щоб працювати і сплачувати податки нашій країні, час навчатись IT, щоб після перемоги бути корисною людиною для нашої Батьківщини.
Java Start, Java Tools, C# Start, Python Start - наші стартові курси включають в себе тільки корисну інформацію, ніякої води – те, що вам реально знадобиться, адже саме зараз важливо не витрачати час на інформацію, яка нікому не потрібна!
Java Start  - 975 грн, замість 1950 грн
Java Tools – 1475 грн, замість 2950 грн
C# Start - 975 грн, замість 1950 грн
Python Start - 975 грн, замість 1950 грн
Алгоритми і структури данних - 1475 грн, замість 2950 грн

Знижки діють до 1 червня 2022 року

❤ FoxmindEd в Instagram: https://www.instagram.com/foxminded.ua/

Курсы для новичков:
🎓JAVA - https://bit.ly/3z9UuTw
🎓JAVA Start - https://bit.ly/3GmUMs3
🎓PYTHON - https://bit.ly/3wPoToG
🎓PYTHON Start - https://bit.ly/3PINwLf
🎓C#/.NET - https://bit.ly/38T4UMO
🎓C# START - https://bit.ly/3Gro2xz
🎓Инструментарий JAVA - https://bit.ly/38rrDzm
🎓Automation QA (Java) - https://bit.ly/3GpSoR5
🎓ANDROID - https://bit.ly/3MVUWcb
🎓FRONT-END (ANGULAR) - https://bit.ly/3t1w6zE
🎓FRONT-END (REACT) - https://bit.ly/38tqMhG
🎓SALESFORCE Developer - https://bit.ly/3Nz0pWc
🎓UI/UX дизайн - https://bit.ly/38ogE9T
🎓GAME DEVELOPMENT - https://bit.ly/3lKujLw
🎓IOS разработка - https://bit.ly/3PLCwg7
🎓PHP - https://bit.ly/3wKw0h2
🎓Обучение на проекте - https://bit.ly/38QJ5xm
🎓Unity - https://bit.ly/3lQHiv0
🎓NODE.JS - https://bit.ly/3GqqIvB
🎓GOLANG - https://bit.ly/3PNtOOD
 
Продвинутые курсы для состоявшихся девелоперов: 
🎓Enterprise patterns - https://bit.ly/3wYFci6
🎓GRASP and GoF Design patterns - https://bit.ly/38rrw6U
🎓Алгоритмы и структуры данных - https://bit.ly/3Gn89Zb
 
🔧 Пробное техническое собеседование со специалистом уровня Senior Developer/ Team Leader - https://bit.ly/3wRhjdb

👔 Карьерная консультация с Сергеем Немчинским - https://bit.ly/3wVTQpY
 
Сайт FoxmindEd: https://bit.ly/3PKJCRY
FoxmindEd в ФБ: https://www.facebook.com/foxmindedco 
FoxmindEd в Instagram: https://www.instagram.com/foxminded.ua/
Мой Telegram: https://t.me/nemchinskiyOnBusiness 
Для деловых запросов: youtube@foxminded.ua

Тайминг:
00:00 - вступление
00:31 - дисклеймер
01:47 - Just Join IT
02:52 - области применения Python
04:45 - создание веб приложений
07:24 - области применения С#
10:44 - зарплаты 
12:21 - синтаксис
15:33 - вакансии
17:55 - фреймворки
20:41 - разработка под Windows
21:28 - перспективы языков",PT28M27S,C#
WYGN2V1yHDo,Aprenda Programação C# para Jogos na Unity,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/WYGN2V1yHDo?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Aprenda Programação C# para Jogos na Unity""></iframe>",1793,178,1420,Desenvolvedor Unity,Aprenda Programação C# para Jogos na Unity,2022-11-05,https://i.ytimg.com/vi/WYGN2V1yHDo/mqdefault.jpg,"Aprenda neste tutorial o básico sobre programação C# para criar jogos na Unity Engine. Vamos aprender sobre variáveis, métodos, scripts, condições if, comentários, funções nativas da Unity e muito mais.

A Unity é uma das maiores engines de desenvolvimento de jogos do mundo. E dentro dela utilizamos o C# como linguagem de programação e é através dele que criamos todas as interações, lógicas e mecânicas que queremos em nossos jogos. Portanto é fundamental a gente aprender como usar a linguagem C#.

#unity #criarjogos #desenvolvedorunity",PT20M39S,C#
_QbbstNuTGI,"Стоит ли учить C#, чтобы делать игры?","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/_QbbstNuTGI?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Стоит ли учить C#, чтобы делать игры?""></iframe>",163001,9081,211000,Лёша Корепанов,"Стоит ли учить C#, чтобы делать игры?",2022-01-20,https://i.ytimg.com/vi/_QbbstNuTGI/mqdefault.jpg,"Арендуйте сервер Mac Mini на М1 в Selectel для iOS-разработки и тестирования: https://slc.tl/pZZju
Статья по архитектуре в Unity: https://unity.com/how-to/how-architect-code-your-project-scales
Таймкоды
0:00 Начало
0:21 Глава 1. Junior Unity developer
1:58 Как выпустить приложение под iOS не покупая Mac [Реклама]
4:50 Истории программистов
7:35 Глава 2. Unity Middle developer
12:34 Еще одна история
14:37 Глава 3. Senior developer
19:46 Заключение",PT20M46S,C#
qkslbeTH_pw,C# full course in telugu in 1 hour | Complete C Sharp | Vamsi Bhavani,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/qkslbeTH_pw?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""C# full course in telugu in 1 hour | Complete C Sharp | Vamsi Bhavani""></iframe>",39212,1160,301000,Vamsi Bhavani,C# full course in telugu in 1 hour | Complete C Sharp | Vamsi Bhavani,2022-07-08,https://i.ytimg.com/vi/qkslbeTH_pw/mqdefault.jpg,"BOOK a FREE DEMO here 🔥:- https://bit.ly/CCBP_FREE_DEMO_VAMSI_BHAVANI_JUINT1V

In this video, complete C# language is explained in 1 hour. This C Sharp full course includes dot net basics, dot net architecture, variables, data types, operators, functions, namespace, comments, if, else if, else, while loop, for loop, do while loop, classes and objects, inheritance, polymorphism, encapsulation, abstraction in just one hour. All this is explained in telugu. Hope you all like it.

Dot Net Video: https://youtu.be/qFrMA_af8xM
Binary Decimal Conversions: https://youtu.be/zqE2T_5MXLc

👉 CCBP 4.0 Intensive program is for final years and graduates to learn and get a software job with 4.5 to 9 LPA👨🏻‍💻.

👉 Thousands of CCBP 4.0 learners have proved that nothing matters to get a software job 👨🏻‍💻  except your willingness to learn 📚 . Read their stories here ccbp.in/reviews

Jai Hind!!!",PT57M58S,C#
1HC5qapv6Qw,EP81 - Tudo que um desenvolvedor .NET C# backend precisa saber!,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/1HC5qapv6Qw?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""EP81 - Tudo que um desenvolvedor .NET C# backend precisa saber!""></iframe>",14534,1369,2820,"Robinson, o Programador",EP81 - Tudo que um desenvolvedor .NET C# backend precisa saber!,2022-01-21,https://i.ytimg.com/vi/1HC5qapv6Qw/mqdefault.jpg,"GitHub do MoienTajik
https://github.com/MoienTajik/AspNetCore-Developer-Roadmap

Aqui no canal eu falo de todos os temas relacionados ao mundo do desenvolvimento de software, das tecnologias que nos rodeiam, padrões de desenvolvimento, arquitetura de software e conceitos.

Meu objetivo é abrir a sua mente e te mostrar o quanto esse mundo é vasto e divertido de explorar!",PT24M49S,C#
l2KPFFIyfOs,PayPal integration Step by step in asp.net Web Api C#,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/l2KPFFIyfOs?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""PayPal integration Step by step in asp.net Web Api C#""></iframe>",2327,232,546,Code Learner,PayPal integration Step by step in asp.net Web Api C#,2022-10-14,https://i.ytimg.com/vi/l2KPFFIyfOs/mqdefault.jpg,"Paypal Integration And Authentication 
Paypal Sandbox And Live API
Get PayPal transaction History
How to call PayPal API in Postman
How to integrate PayPal API in asp.net C#


#paypal #asp #gateway #api 
#asp
#asp.net
#angular 
#react 
#dot.net core
#sql 
#sqlserver 
#asp.net MVC",PT23M31S,C#
vsmEKldaUe0,Upgrading My Roguelite C# Game to Godot 4,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/vsmEKldaUe0?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Upgrading My Roguelite C# Game to Godot 4""></iframe>",8424,437,5460,Firebelley Games,Upgrading My Roguelite C# Game to Godot 4,2022-12-17,https://i.ytimg.com/vi/vsmEKldaUe0/mqdefault.jpg,"In this devlog, I walkthrough the my experience upgrading my large C# game to Godot Engine 4. This video is technical and contains a lot of information. If you're a Godot developer and use C#, you may find this video helpful!

Here are the libraries mentioned in the video:
https://github.com/firebelley/GodotUtilities
https://github.com/firebelley/godot-addons

📰 Sign up for my newsletter: https://firebelley.com

📖 Learn Godot with my Udemy course: https://www.udemy.com/course/create-a-complete-2d-platformer-in-the-godot-engine/?referralCode=A2180102813715F70D75

🎮 Pick up one of my games:
https://store.steampowered.com/search/?sort_by=_ASC&developer=Firebelley
https://store.steampowered.com/app/1330940/Sword_Slinger/
https://firebelley.itch.io/sword-slinger

➡️ Follow me on Twitter: https://twitter.com/firebelley
➡️ Steam: https://store.steampowered.com/search/?developer=Firebelley
➡️ Itch.io: https://firebelley.itch.io/

#Godot #gamedev",PT25M26S,C#
0kGeaO3WRGs,APRENDE a consumir un SERVICIO WEB SOAP con C# .NET,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/0kGeaO3WRGs?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""APRENDE a consumir un SERVICIO WEB SOAP con C# .NET""></iframe>",6109,723,398,XperTek,APRENDE a consumir un SERVICIO WEB SOAP con C# .NET,2022-08-13,https://i.ytimg.com/vi/0kGeaO3WRGs/mqdefault.jpg,"Aprende a implementar interoperabilidad entre sistemas, por medio de servicios web SOAP.
Implementamos con C# .NET para consumir un servicio web e prueba.
Para que realicen pruebas con SOAPUI y practiquen implementando una aplicación que consuma un servicio web SOAP pueden utilizar alguno de los siguientes enlaces:
http://www.dataaccess.com/webservicesserver/numberconversion.wso?WSDL
http://webservices.oorsprong.org/websamples.countryinfo/CountryInfoService.wso?WSDL

Déjenme sus dudas o consultas en los comentarios del vídeo.",PT34M41S,C#
T9BeejD3i0g,【C#】3小時初學者教學 ｜Csharp ｜ C# 教學 ｜ C# 入門 | C++++,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/T9BeejD3i0g?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""【C#】3小時初學者教學 ｜Csharp ｜ C# 教學 ｜ C# 入門 | C++++""></iframe>",634054,8082,144000,GrandmaCan -我阿嬤都會,【C#】3小時初學者教學 ｜Csharp ｜ C# 教學 ｜ C# 入門 | C++++,2021-10-08,https://i.ytimg.com/vi/T9BeejD3i0g/mqdefault.jpg,"C#
C# 教學
C# 入門
Csharp
C++++

⭐️ 目錄 ⭐️
⌨️ (0:00:00)​  讚啦!
⌨️ (0:00:09)​  環境建置、第一支程式 (Windows)
⌨️ (0:06:00)​  環境建置、第一支程式 (Mac)
⌨️ (0:12:41​)  常見資料型態 & 變數
⌨️ (0:34:04​)  string 字串用法
⌨️ (0:48:40​)  數字用法
⌨️ (0:56:07​)  取得用戶輸入
⌨️ (1:01:21​)  建立基本計算機
⌨️ (1:07:46​)  array 陣列
⌨️ (1:15:28​)  if 判斷句
⌨️ (1:34:24​)  建立進階計算機
⌨️ (1:40:29​)  while 迴圈
⌨️ (1:48:45​)  猜數字遊戲
⌨️ (1:57:23​)  for 迴圈
⌨️ (2:04:48​)  二維陣列
⌨️ (2:11:45​)  class 類別 & object 物件
⌨️ (2:21:02​)  namespace、using
⌨️ (2:27:47​)  method 方法
⌨️ (2:41:28​)  Main 方法
⌨️ (2:46:07)  constructor 建構方法
⌨️ (2:53:59)  getter、setter
⌨️ (3:03:23​)  static attribute 靜態屬性
⌨️ (3:08:04​)  static method 靜態方法 & static class 靜態類別
⌨️ (3:12:23​)  繼承 inheritance

python 初學者教學 : https://youtu.be/zdMUJJKFdsU
html 初學者教學 : https://youtu.be/CLUPkcLQm64
css 初學者教學 : https://youtu.be/Ml78vnNTBLw
js 初學者教學 : https://youtu.be/yZwlW5INhgk
sql 初學者教學 : https://youtu.be/gvRXjsrpCHw

#Csharp


c#,c# 入門,c# 物件導向,c# 教學,c#教学,c#教程,c#编程,visual studio,visual studio 2019 教學,c# 課程,c#课程,c#入门,c# 安裝,c#安装,c sharp教學,c sharp 教学,c sharp 教程,c sharp 入門,c sharp 入门,c# list,c# online,learn c#,c sharp,c# programming,c# tutorial,compiler c# online,trycatch c#",PT3H18M42S,C#
WSBy_Ypgk38,"CRUD with MVP pattern, C#, WinForms and SQL Server","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/WSBy_Ypgk38?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""CRUD with MVP pattern, C#, WinForms and SQL Server""></iframe>",53571,927,34500,RJ Code Advance EN,"CRUD with MVP pattern, C#, WinForms and SQL Server",2022-04-10,https://i.ytimg.com/vi/WSBy_Ypgk38/mqdefault.jpg,"⏭️ Next Video: Part 2- CRUD with MVP pattern, C#, WinForms and SQL Server
https://youtu.be/wa_QqWYgQYY

🎞️ Current Video: Part 1- CRUD using the Model-View-Presenter (MVP) pattern, C-Sharp, Windows Forms and SQL Server.
Content:
00:00 Introduction
04:10 Database
05:03 Model
05:54 Data validations
07:45 IRepository
08:40 View
17:00 Presenter

⬇️ Download project
https://rjcodeadvance.com/crud-con-patron-mvp-c-sql-y-windows-forms-parte-1/

📲 Social Media:
Facebook: https://facebook.com/rjcodeadvanceEN
Instagram: https://instagram.com/rjcodeadvanceEN
Website: https://rjcodeadvance.com

#️⃣ Hashtags
#MVP #Pattern #WindowsForm #DIP #SOLID #DI #ModelViewPresenter  #ModernForm  #ModernUI #CSharp #VisualBasic #VB.NET #VisualStudio #Desktop #DesignPatterns #ArchitecturePatterns #SofwarePatterns",PT23M35S,C#
q3t7h3lvRU0,Alocação de memória | C# Avançado | Pilhas de memórias Stack e Heap,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/q3t7h3lvRU0?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Alocação de memória | C# Avançado | Pilhas de memórias Stack e Heap""></iframe>",1018,86,1160,Central dotNET,Alocação de memória | C# Avançado | Pilhas de memórias Stack e Heap,2022-01-27,https://i.ytimg.com/vi/q3t7h3lvRU0/mqdefault.jpg,"Nesse vídeo vamos bater um papo sobre alocação de memória dentro da plataforma .NET. Tipos de pilha, diferenças entre classes e estruturas além de falarmos de ponteiros.

Repositorio - https://github.com/diegostan/AlocacaoMemoria

#microsoft #dotnet #csharp",PT24M20S,C#
4aZlCAdkmio,EP85 - Xunit no .NET / C#  Exemplos de código de todas as funcionalidades. Teste unitário,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/4aZlCAdkmio?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""EP85 - Xunit no .NET / C#  Exemplos de código de todas as funcionalidades. Teste unitário""></iframe>",2242,165,2820,"Robinson, o Programador",EP85 - Xunit no .NET / C#  Exemplos de código de todas as funcionalidades. Teste unitário,2022-02-23,https://i.ytimg.com/vi/4aZlCAdkmio/mqdefault.jpg,"Playlist sobre C#: 
https://youtube.com/playlist?list=PLhNHB_JNZlC2pxY6eNw1YkvU7WszP_pxR


Aqui no canal eu falo de todos os temas relacionados ao mundo do desenvolvimento de software, das tecnologias que nos rodeiam, padrões de desenvolvimento, arquitetura de software e conceitos.

Meu objetivo é abrir a sua mente e te mostrar o quanto esse mundo é vasto e divertido de explorar!",PT37M58S,C#
v8bqAm4aUFM,Where’s C# headed? - Mads Torgersen - NDC Copenhagen 2022,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/v8bqAm4aUFM?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Where’s C# headed? - Mads Torgersen - NDC Copenhagen 2022""></iframe>",26378,650,152000,NDC Conferences,Where’s C# headed? - Mads Torgersen - NDC Copenhagen 2022,2022-08-17,https://i.ytimg.com/vi/v8bqAm4aUFM/mqdefault.jpg,"Let’s take an early look at C# 11, which is scheduled to release in November. Static virtual members in interfaces will allow for much better generic abstraction over math, as well as more direct expression of abstract factories, strategies, etc.

We’re also adding list patterns to pattern matching, a mechanism to require initialization of members, and “raw” string literals to avoid escaping, just to name a few. Finally we'll peek a little further into the future at some features we’re working on that will take longer to get right.


Check out more of our featured speakers and talks at
https://www.ndcconferences.com
https://ndccopenhagen.com/",PT1H1M28S,C#
2sqyd-qtHYg,C# IEnumerable & IEnumerator,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/2sqyd-qtHYg?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""C# IEnumerable &amp; IEnumerator""></iframe>",20303,1032,60600,Tarodev,C# IEnumerable & IEnumerator,2021-11-28,https://i.ytimg.com/vi/2sqyd-qtHYg/mqdefault.jpg,"IEnumerable and IEnumerator play an integral part in your day-to-day development, whether you know about them or not! They can also yield strange results if you don't know how they work. 

In this video I'll show you what they do, how they work and how you can create your own enumerable classes.

This video is sponsored by Jet brains. Check out their amazing software suite here: https://jb.gg/vp1aem



❤️ Become a Tarobro on Patreon: https://www.patreon.com/tarodev

=========

🔔 SUBSCRIBE: https://bit.ly/3eqG1Z6
🗨️ DISCORD: https://discord.gg/tarodev
✅ MORE TUTORIALS: https://www.youtube.com/tarodev


00:00 - Intro
00:20 - First example (Heroes of Olympus)
4:00 - Second example (Query behaviour / Random)
6:16 - ToList() tradeoffs - pros & cons
8:03 - ToList() example
9:24 - Example benchmark
11:33 - IDE love
13:30 - One at a time
16:45 - Linq benefits on IEnumerables
18:00 - Custom IEnumerator
21:41 - Generic IEnumerator for Linq queries
23:56 - Summary",PT25M15S,C#
FyNRzS9xQZQ,C# Tutorial | kompletter Kurs für Anfänger,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/FyNRzS9xQZQ?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""C# Tutorial | kompletter Kurs für Anfänger""></iframe>",178097,3122,142000,Programmieren lernen,C# Tutorial | kompletter Kurs für Anfänger,2021-10-27,https://i.ytimg.com/vi/FyNRzS9xQZQ/mqdefault.jpg,"Kostenloses Beratungsgespräch: https://weiterbildung.developerakademie.com/y

In diesem C# Tutorial lernst du alles, was du brauchst um deine eigenen Programme mit C# zu schreiben. Wenn du C# lernen willst, dann ist dieser komplette Einsteigerkurs genau das, was du brauchst.

Quellcode: https://github.com/JunusErgin/c--tutorail (suche die .cs Dateien)

00:00 | Intro
01:15 | Was ist C#
04:50 | Installation
06:58 | Erstes Programm
14:25 | Variablen
24:31 | Rechnen mit Variablen
32:06 | Funktionen
41:13 | Funktionsparameter
54:02 | Kommentare
57:34 | Globale Variablen
01:10:40| Probleme googlen
01:14:47 | Verzweigungen
01:27:08 | Arrays
01:36:34 | Schleifen
01:40:26 | GUI
01:58:49 | Rechnungsprogramm mit GUI
02:08:43 | Programm fertigstellen
02:16:40 | Extra Übung
02:18:07 | Wie geht es weiter?





Instagram: https://www.instagram.com/junus.ergin/ (Junus Ergin)
Tiktok: https://www.tiktok.com/@herr_programmierer (Herr Programmierer)

_____ Über diesen Kanal ____
Die Developer Akademie bildet dich zum Programmierer weiter. Auch wenn du noch NIE eine Zeile Code geschrieben hast, ist es möglich in 3 - 6 Monaten einen gut bezahlten Job zu finden. Dafür musst du NICHT nur programmieren mit Online-Tutorials lernen, sondern einen guten LEBENSLAUF mit vielen verschiedenen Projekten vorweisen. In unserem Programm hast du ständigen Kontakt zu unseren Coaches, Hausaufgaben, Abgabefristen und Projekte aus der Praxis für deinen Lebenslauf.
Am Ende erstellen wir mit dir einen perfekten Lebenslauf und unterstützen dich bei deiner Bewerbung.
Informiere dich auf https://weiterbildung.developerakademie.com/y",PT2H19M33S,C#
